Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,0,2,693,1,7,3,1,4,1,57,4,1,3,2,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3
50,0,1,989,1,7,2,3,2,0,43,2,5,3,2,18740,16701,5,1,12,3,4,1,29,2,2,27,3,13,8
42,0,1,1128,1,13,3,3,2,1,95,4,2,1,1,5538,5696,5,0,18,3,3,2,10,2,2,0,0,0,0
43,0,0,1344,1,7,3,3,4,1,37,4,1,4,2,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2
43,0,1,1034,2,16,3,2,4,0,80,3,4,4,1,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
34,0,1,629,1,27,2,3,4,0,95,3,1,2,0,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2
54,0,1,584,1,22,5,3,2,0,91,3,4,3,1,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7
36,0,1,884,2,1,4,1,2,0,73,3,2,3,0,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0
46,1,1,377,2,9,3,2,1,1,52,3,3,4,2,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3
27,0,2,1410,2,3,1,3,4,0,71,4,2,4,2,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
39,1,1,1122,1,6,3,3,4,1,70,3,1,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2
30,0,1,852,2,10,3,2,3,1,72,2,2,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4
38,0,1,130,2,2,2,2,4,1,32,3,3,2,0,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0
31,1,2,523,1,2,3,1,2,1,94,3,1,4,1,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2
41,1,0,906,1,5,2,1,1,1,95,2,1,1,2,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0
26,1,2,575,1,3,1,5,3,1,73,3,1,1,0,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4
40,0,1,611,2,7,4,3,2,1,88,3,5,2,0,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8
28,0,2,783,2,1,2,1,3,1,42,2,2,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7
27,0,0,210,2,1,1,2,3,1,73,3,2,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4
49,0,1,1098,1,4,2,3,1,1,85,2,5,3,1,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0
32,0,1,128,1,2,1,5,4,1,84,2,2,1,0,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
59,0,1,1324,1,3,3,3,3,0,81,4,1,1,1,2670,9964,4,1,20,4,1,3,12,3,2,1,0,0,0
31,0,1,1463,1,23,3,3,2,1,64,2,2,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
36,0,1,852,1,5,4,1,2,0,82,2,1,1,1,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0
32,0,1,267,1,29,4,1,3,0,49,2,1,2,0,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1
30,0,1,501,2,27,5,2,3,1,99,3,2,4,2,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7
36,0,1,922,1,3,2,1,1,0,39,3,1,4,2,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0
37,0,0,1252,2,19,2,3,1,1,32,3,3,2,0,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
40,0,1,448,1,16,3,1,3,0,84,3,3,4,0,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3
40,1,0,1479,2,24,3,1,2,0,100,4,4,2,0,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0
59,0,0,1420,0,2,4,0,3,0,32,2,5,4,1,18844,21922,9,0,21,4,4,1,30,3,3,3,2,2,2
29,0,1,1246,2,19,3,1,3,1,77,2,2,3,2,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4
31,0,1,525,2,6,4,3,1,1,66,4,2,4,2,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7
38,0,2,508,1,6,4,1,1,1,72,2,2,3,1,5321,14284,2,0,11,3,4,1,10,1,3,8,3,7,7
44,1,1,1097,1,10,4,1,3,1,96,3,1,3,0,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2
25,1,1,867,2,19,2,2,3,1,36,2,1,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
24,0,0,673,1,11,2,4,1,0,96,4,2,3,2,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3
41,0,1,1411,1,19,2,1,3,1,36,3,2,1,2,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
48,1,1,626,1,1,2,1,1,1,98,2,3,3,0,5381,19294,9,1,13,3,4,0,23,2,3,1,0,0,0
28,0,1,440,1,21,3,3,3,1,42,3,1,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2
42,0,2,1474,1,5,2,4,2,1,97,3,1,3,1,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0
20,1,1,1097,1,11,3,3,4,0,98,2,1,1,0,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0
37,0,1,783,1,7,4,3,4,1,78,3,2,1,1,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4
29,0,1,1010,1,1,3,1,1,0,97,3,1,4,2,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2
30,0,1,1358,2,16,1,1,4,1,96,3,2,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2
18,0,1,812,2,10,3,3,4,0,69,2,1,3,0,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0
33,0,1,1242,2,8,4,1,1,1,46,3,2,1,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2
36,0,2,1480,1,3,2,3,4,1,30,3,1,2,0,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2
47,0,2,1379,1,16,4,3,3,1,64,4,2,3,2,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7
44,0,1,661,1,9,2,1,2,1,61,3,1,1,1,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1
35,0,1,1361,2,17,4,1,3,1,94,3,2,1,1,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7
26,0,2,496,1,11,2,3,1,1,60,3,2,1,1,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3
40,0,1,896,1,2,3,3,3,1,68,3,1,3,2,2345,8045,2,0,14,3,3,1,8,3,4,3,1,1,2
39,0,1,867,1,9,2,3,1,1,87,3,2,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9
40,0,1,1322,1,2,4,1,3,1,52,2,1,3,0,2809,2725,2,0,14,3,4,0,8,2,3,2,2,2,2
35,0,1,1490,1,11,4,3,4,1,43,3,1,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2
56,0,0,667,1,1,4,1,3,1,57,3,2,3,2,6306,26236,1,0,21,4,1,1,13,2,2,13,12,1,9
48,0,1,969,1,2,2,5,4,1,76,4,1,2,0,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0
28,0,1,995,1,9,3,3,3,0,77,3,1,3,2,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
41,0,1,337,2,8,3,2,3,0,54,3,2,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4
28,0,1,857,1,10,3,4,3,0,59,3,2,3,0,3660,7909,3,0,13,3,4,0,10,4,4,8,7,1,7
32,1,1,1045,2,4,4,3,4,1,32,1,3,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
35,0,1,1296,1,5,4,5,3,1,62,3,3,2,0,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13
32,0,1,906,2,7,3,1,4,1,91,2,2,3,1,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
29,1,1,992,1,1,3,5,3,1,85,3,1,3,0,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5
29,1,1,1092,1,1,4,3,1,1,36,3,1,4,1,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2
28,0,1,1117,1,8,2,1,4,0,66,3,1,4,0,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2
34,1,0,1362,2,19,3,2,1,1,67,4,2,4,0,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4
30,0,1,1339,2,5,3,1,2,0,41,3,3,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4
29,1,1,408,1,25,5,5,3,0,71,2,1,2,1,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1
59,0,1,142,1,3,3,1,3,1,70,2,1,4,1,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0
51,0,1,1318,2,26,4,2,1,0,66,3,4,3,1,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17
31,0,1,670,1,26,1,1,1,1,31,3,1,3,2,2911,15170,1,0,17,3,4,1,5,1,2,5,2,4,3
37,0,1,1225,1,10,2,1,4,1,80,4,1,4,0,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0
32,0,1,824,1,5,2,1,4,0,67,2,2,2,1,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5
35,0,2,664,1,1,3,3,2,1,79,3,1,1,1,2194,5868,4,0,13,3,4,1,5,2,2,3,2,1,2
40,0,2,530,1,1,4,1,3,1,78,2,4,2,1,13503,14115,1,0,22,4,4,1,22,3,2,22,3,11,11
55,0,1,685,2,26,5,2,3,1,60,2,5,4,1,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13
24,0,1,1371,2,10,4,2,4,0,77,3,2,3,2,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3
36,0,2,607,2,7,3,2,1,0,83,4,2,1,1,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13
35,0,1,755,1,9,4,1,3,1,97,2,2,2,0,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0
51,0,1,833,1,1,3,1,3,1,96,3,1,4,1,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0
30,1,2,600,0,8,3,0,3,0,66,2,1,4,2,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2
39,0,1,412,1,13,4,3,3,0,94,2,4,2,2,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2
39,0,1,1132,1,1,3,3,3,1,48,4,3,4,2,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7
36,0,1,430,1,2,4,4,4,0,73,3,2,2,1,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0
30,0,1,317,1,2,3,1,3,0,43,1,2,4,0,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2
47,0,0,1162,1,1,1,3,3,0,98,3,3,2,1,11957,17231,0,0,18,3,1,2,14,3,1,13,8,5,12
38,0,1,1495,1,4,2,3,4,0,87,3,1,3,1,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0
26,1,1,1357,1,25,3,1,1,1,48,1,1,3,0,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1
40,0,0,1151,1,9,5,1,4,1,63,2,2,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
47,0,1,703,2,14,4,2,4,1,42,3,2,1,0,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
40,0,0,458,1,16,2,1,3,1,74,3,1,3,2,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0
38,0,1,362,1,1,1,1,3,0,43,3,1,1,0,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0
35,0,1,1258,1,1,4,1,4,0,40,4,1,3,0,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2
36,0,1,132,1,6,3,1,2,0,55,4,1,4,1,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0
35,0,0,727,1,3,3,1,3,1,41,2,1,3,1,1281,16900,1,0,18,3,3,2,1,3,3,1,0,0,0
37,0,1,1372,1,1,3,1,4,0,42,3,1,4,0,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7
20,0,1,727,2,9,1,1,4,1,54,3,1,1,0,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2
29,0,1,1328,1,2,3,1,3,1,76,3,1,2,1,2703,4956,0,0,23,4,4,1,6,3,3,5,4,0,4
52,0,1,621,2,3,4,2,3,1,31,2,4,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16
38,0,1,1380,1,9,2,1,3,0,75,3,1,4,0,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1
28,0,1,640,1,1,3,5,4,1,84,3,1,1,0,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2
42,0,1,419,2,12,4,2,2,1,77,3,2,4,2,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0
44,0,1,1112,0,1,4,1,1,0,50,2,2,3,0,5985,26894,4,0,11,3,2,0,10,1,4,2,2,0,2
34,0,1,1354,1,5,3,3,3,0,45,2,3,1,0,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8
26,1,1,950,2,4,4,2,4,1,48,2,2,4,0,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4
35,0,1,776,2,1,4,2,3,1,32,2,2,1,0,4312,23016,0,0,14,3,2,0,16,2,3,15,13,2,8
46,0,2,1211,2,5,4,2,1,1,98,3,2,4,0,5772,20445,4,1,21,4,3,0,14,4,3,9,6,0,8
46,0,1,150,1,2,4,5,4,1,60,3,2,4,2,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4
43,0,1,415,2,25,3,3,3,1,79,2,3,4,2,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0
56,0,2,1240,1,9,3,3,1,0,63,3,1,3,1,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3
35,0,2,146,1,2,4,3,1,1,79,2,1,4,0,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4
47,0,1,359,1,2,4,3,1,0,82,3,4,3,1,17169,26703,3,0,19,3,2,2,26,2,4,20,17,5,6
54,0,2,928,1,20,4,1,4,0,31,3,2,3,0,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3
27,0,2,829,2,8,1,2,3,1,84,3,2,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
32,0,1,117,2,13,4,1,2,1,73,3,2,4,2,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3
45,0,1,954,2,2,2,5,2,1,46,1,2,3,0,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1
38,0,2,148,1,2,3,3,4,0,42,2,1,2,0,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3
27,0,2,793,2,2,1,1,4,1,43,1,2,4,0,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0
42,0,2,532,1,29,2,1,1,0,92,3,2,3,2,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2
35,1,2,130,1,25,4,1,4,0,96,3,1,2,2,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8
50,1,1,410,2,28,3,2,4,1,39,2,3,1,2,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0
36,0,0,301,2,15,4,2,4,1,88,1,2,4,2,5406,10436,1,0,24,4,1,1,15,4,2,15,12,11,11
31,0,2,163,1,24,1,5,4,0,30,3,2,4,0,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4
26,1,1,1449,1,16,4,3,1,1,45,3,1,2,2,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
31,1,2,667,2,1,4,1,2,0,50,1,1,3,0,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0
22,0,1,1230,1,1,2,1,4,1,33,2,2,4,1,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
34,0,1,1442,1,9,3,3,4,0,46,2,3,2,0,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7
58,0,1,1145,1,9,3,3,2,0,75,2,1,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0
29,0,1,738,1,9,5,4,2,1,30,2,1,4,0,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2
28,1,1,1404,1,17,3,5,3,1,32,2,1,4,2,2367,18779,5,0,12,3,1,1,6,2,2,4,1,0,3
21,0,1,1343,2,22,1,5,3,1,49,3,1,3,0,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
34,0,0,1065,2,23,4,2,2,1,72,3,2,3,0,4568,10034,0,0,20,4,3,0,10,2,3,9,5,8,7
38,0,1,1035,2,3,4,1,2,1,42,3,2,4,0,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0
36,0,1,216,1,6,2,3,2,1,84,3,2,2,2,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1
39,0,2,945,1,22,3,3,4,0,82,3,3,1,0,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8
34,0,1,258,2,21,4,1,4,1,74,4,2,4,0,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7
32,0,0,953,1,5,4,5,2,1,65,3,1,2,0,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7
34,0,1,479,1,7,4,3,1,1,35,3,1,4,0,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0
42,0,0,179,0,2,5,3,4,1,79,4,2,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3
31,1,2,534,1,20,3,1,1,1,66,3,3,3,1,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0
19,1,1,303,1,2,3,1,2,1,47,2,1,4,0,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0
52,0,0,715,1,19,4,3,4,1,41,3,1,4,1,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2
35,1,2,880,2,12,4,4,4,1,36,3,2,4,0,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7
57,0,1,210,2,29,3,2,1,1,56,2,4,4,2,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0
31,0,2,798,1,7,2,1,3,0,48,2,3,3,1,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9
42,0,1,1265,1,3,3,1,3,0,95,4,2,4,1,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3
36,0,1,1425,1,14,1,1,3,1,68,3,2,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
42,0,1,544,0,2,1,5,3,1,52,3,1,3,2,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0
35,0,1,619,2,1,3,2,2,1,85,3,2,3,1,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
25,0,1,266,1,1,3,3,4,0,40,3,1,2,0,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1
22,0,0,1123,1,16,2,3,4,1,96,4,1,4,2,2935,7324,1,1,13,3,2,2,1,2,2,1,0,0,0
54,0,2,1050,1,11,4,3,2,0,87,3,4,4,2,16032,24456,3,0,20,4,1,1,26,2,3,14,9,1,12
44,0,2,1193,1,2,1,3,2,1,86,3,3,3,0,10209,19719,5,1,18,3,2,0,16,2,2,2,2,2,2
42,0,1,300,1,2,3,1,1,1,56,3,5,3,1,18880,17312,5,0,11,3,1,0,24,2,2,22,6,4,14
28,0,1,866,2,5,3,3,4,1,84,3,2,1,0,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3
35,0,1,1224,2,7,4,1,3,0,55,3,2,4,1,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9
47,0,0,1169,1,14,4,5,3,1,64,3,2,2,1,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7
23,0,1,1309,1,26,1,1,3,1,83,3,1,4,2,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2
26,0,1,703,2,28,2,2,1,1,66,3,2,2,1,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4
33,0,2,553,1,5,4,1,4,0,74,3,3,2,1,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8
33,0,0,1038,2,8,1,1,2,0,88,2,1,4,0,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2
38,0,1,1009,2,2,2,1,2,0,31,3,2,1,2,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7
42,0,1,319,1,24,3,3,4,1,56,3,3,1,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8
27,0,1,1157,1,17,3,5,3,1,51,3,1,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1
52,0,1,1053,1,1,2,1,4,1,70,3,4,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8
49,0,2,1023,2,2,3,3,4,1,63,2,2,2,1,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8
41,0,1,802,2,9,1,1,3,1,96,3,3,3,2,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7
39,1,2,203,1,2,3,1,1,1,84,3,4,4,2,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5
30,0,2,1312,1,2,4,5,4,0,78,2,1,1,0,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7
39,0,1,492,1,12,3,3,4,1,66,3,2,2,1,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0
41,0,1,167,1,12,4,1,2,1,46,3,1,4,1,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0
37,0,1,397,1,7,4,3,1,1,30,3,3,3,0,13664,25258,4,0,13,3,1,0,16,3,4,5,2,0,2
28,0,1,580,1,27,3,3,2,0,39,1,2,1,2,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0
41,0,1,483,1,6,3,3,4,1,95,2,2,2,0,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2
43,0,1,1473,1,8,4,4,3,0,74,3,2,3,2,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2
53,0,1,1395,1,24,4,3,2,1,48,4,3,4,1,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2
37,0,1,1305,1,10,4,1,3,1,49,3,2,2,0,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1
30,1,2,464,1,4,3,5,3,1,40,3,1,4,0,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0
31,0,1,1332,1,11,2,3,3,1,80,3,2,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1
49,0,1,1313,2,11,4,2,4,0,80,3,2,4,0,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4
43,0,2,394,2,26,2,1,3,1,92,3,4,4,1,16959,19494,1,1,12,3,4,2,25,3,4,25,12,4,12
23,0,1,160,1,4,1,3,3,0,51,3,1,2,0,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2
29,0,1,1370,1,3,1,3,2,1,87,3,1,1,0,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5
29,1,1,896,1,18,1,3,3,1,86,2,1,4,0,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1
24,0,2,897,0,10,3,3,1,1,59,3,1,4,1,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1
36,1,1,1218,2,9,4,1,3,1,82,2,1,1,0,3407,6986,7,0,23,4,2,0,10,4,3,5,3,0,3
44,0,2,602,0,1,5,0,1,1,37,3,2,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2
50,0,1,1464,1,2,4,3,2,1,62,3,5,3,1,19237,12853,2,1,11,3,4,1,29,2,2,8,1,7,7
54,0,1,821,1,5,2,3,1,1,86,3,5,1,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2
37,1,2,504,1,10,3,3,1,1,61,3,3,3,2,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
40,0,1,1300,1,24,2,5,1,1,62,3,2,4,2,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7
42,0,1,1210,1,2,3,3,3,1,68,2,1,2,1,4841,24052,4,0,14,3,2,1,4,3,3,1,0,0,0
43,0,1,1273,1,2,2,3,4,0,72,4,1,3,2,2645,21923,1,0,12,3,4,2,6,3,2,5,3,1,4
36,0,1,676,1,1,3,4,3,0,35,3,2,2,1,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5
34,0,1,546,1,10,3,1,2,1,83,3,1,2,2,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0
29,0,1,1176,2,3,2,3,2,0,62,3,2,3,1,5561,3487,1,0,14,3,1,1,6,5,2,6,0,1,2
27,0,1,1354,1,2,4,5,2,1,41,3,1,2,1,2226,6073,1,0,11,3,3,1,6,3,2,5,3,1,2
35,0,1,1146,0,26,4,1,3,0,31,3,3,4,0,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7
40,0,0,1142,1,8,2,1,4,1,72,3,2,4,2,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2
34,0,1,285,1,29,3,3,2,1,86,3,2,3,1,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7
31,0,1,1112,2,5,4,1,1,0,67,3,2,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2
22,0,1,534,1,15,3,3,2,0,59,3,1,4,0,2871,23785,1,0,15,3,3,0,1,5,3,0,0,0,0
55,0,1,282,1,2,2,3,4,0,58,1,5,3,1,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11
55,0,1,1311,1,2,3,1,3,0,97,3,4,4,0,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2
46,0,1,1450,1,15,2,1,4,1,52,3,5,2,1,19081,10849,5,0,11,3,1,1,25,2,3,4,2,0,3
26,1,2,887,1,5,2,3,3,0,88,2,1,3,1,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7
42,0,1,933,1,29,3,1,2,1,98,3,2,2,1,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
39,0,1,1498,2,21,4,1,1,1,44,2,2,4,1,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4
46,0,1,991,0,1,2,1,4,0,44,3,1,1,0,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7
52,0,2,890,1,25,4,3,3,0,81,2,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0
25,1,1,1219,1,4,1,5,4,1,32,3,1,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6
27,0,1,1167,1,4,2,1,1,1,76,3,1,3,2,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3
58,1,2,781,1,2,1,1,4,1,57,2,1,4,2,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0
40,0,2,791,1,2,2,3,3,0,38,4,2,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
45,0,2,1297,1,1,4,3,2,1,44,3,2,3,0,5399,14511,4,0,12,3,3,0,12,3,3,4,2,0,3
46,0,1,566,1,7,2,3,4,1,75,3,3,3,2,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7
19,1,2,602,2,1,1,5,3,0,100,1,1,1,0,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0
49,0,1,527,1,8,2,4,1,0,51,3,3,2,1,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7
